family,fold,diameter_in,pitch_in,points,atlas_c,atlas_weight,fixed_joint,fixed_ct,fixed_cp,plain_j_joint,plain_j_ct,plain_j_cp,safe_atlas_joint,safe_atlas_ct,safe_atlas_cp,raw_atlas_joint,raw_atlas_ct,raw_atlas_cp,direct_poly_joint,direct_poly_ct,direct_poly_cp,extra_trees_joint,extra_trees_ct,extra_trees_cp,hist_gb_joint,hist_gb_ct,hist_gb_cp,mlp_joint,mlp_ct,mlp_cp
ancf_13x65,2,13.0,65.0,146,-0.020325838183751888,0.0,0.06047838680939786,0.07909789012972374,0.04624188161110846,0.07350405827204613,0.054927625835723304,0.09836300951035286,0.06047838680939786,0.07909789012972374,0.04624188161110846,0.06817463854898015,0.056659733505601495,0.08202970705509234,0.10780937642035589,0.048089180551182824,0.241693901017411,0.08070050830026872,0.03259790739649334,0.1997849727195163,0.07310342363703948,0.03558678509651693,0.15017120914301188,0.16309886124624276,0.11060316176523013,0.24051065191324097
ancf_14x12,2,14.0,12.0,107,0.07866096732411632,0.0,0.027842584262338533,0.02367663281461788,0.03274154329608936,0.04176026310545322,0.038759095707498,0.0449938148143976,0.027842584262338533,0.02367663281461788,0.03274154329608936,0.12958887515979078,0.11235210361581592,0.1494700679802477,0.036759200421414076,0.026492690748960608,0.05100421200797439,0.07175015470429115,0.06990729242780268,0.07364159762597644,0.045437374493180874,0.038766298424938624,0.05325643883258717,0.07657029666198718,0.06568373168597112,0.08926122466572589
ancf_14x9,2,14.0,9.0,97,0.03139001973114241,0.0,0.038232615035708,0.025299863958978836,0.05777631274376402,0.04383573836170936,0.03217481876158973,0.059722852580919854,0.038232615035708,0.025299863958978836,0.05777631274376402,0.12172929120852435,0.10208157943354192,0.14515861157670162,0.05103233575435169,0.02686387338041931,0.09694429599430432,0.06000355118574787,0.03898591233125535,0.09235197894841034,0.05281449947825418,0.03355653783974275,0.08312452757968712,0.07675701489742685,0.05183896907115956,0.11365271033604721
ancf_9x6,2,9.0,6.0,94,0.24182387838134156,0.7000000000000001,0.04235775966535903,0.032138387588798875,0.055826690088635236,0.04398740286042168,0.06341444515598298,0.03051184325031474,0.12438450486358742,0.11831188243742774,0.1307688182405711,0.17495025386431248,0.17665060107864625,0.17326627331180514,0.04258476148198656,0.025887037667851567,0.07005289418378592,0.06312595349462416,0.04951325573581753,0.08048119529580468,0.05368378896595724,0.03670439868092743,0.07851781533854603,0.04020434389271536,0.02084134874727717,0.07755684564584109
ancf_10x12,3,10.0,12.0,152,0.17369142290569362,0.0,0.04159416805853341,0.050536368997802894,0.034234252495598506,0.04406006021359657,0.06397867688287942,0.030342748562611186,0.04159416805853341,0.050536368997802894,0.034234252495598506,0.35544888375455624,0.4113240611740576,0.3071639149962001,0.07944027879649346,0.052114683242704934,0.12109366310209692,0.1413543405261555,0.13293274769217414,0.15030946047886914,0.15583962417015512,0.14327806917447825,0.1695024828393011,0.14916552391987992,0.12149148758445229,0.1831433129076257
ancf_10x4,3,10.0,4.0,93,-0.05968354585858604,0.4,0.03598547324526328,0.044404800364999795,0.02916248410174708,0.04455072850569624,0.03942872095869888,0.05033811298285013,0.04135545584086864,0.03840283169755788,0.044535094215846484,0.08665407348047027,0.07218993945307901,0.10401627301044197,0.05457334633600405,0.02114731164517692,0.14083351020122212,0.08855136292184872,0.04450020483091044,0.17620916364569766,0.07812120962004013,0.03381415249030832,0.1804842926123151,0.11078903160765337,0.05906061506268386,0.207823936671408
ancf_11x12,3,11.0,12.0,154,0.20325341311687128,0.0,0.047067344046153946,0.05954022438733595,0.03720736524517061,0.04919214342449441,0.0743608413401836,0.03254222156559121,0.047067344046153946,0.05954022438733595,0.03720736524517061,0.37439231763128444,0.4155621703872599,0.33730117294050455,0.06471677895513016,0.04606195810864286,0.09092669201011042,0.11726535119196278,0.10853192343886885,0.12670154692245714,0.14186385729646905,0.12771757331006683,0.15757701532719803,0.1431179546146374,0.12202922759229692,0.16785117252000353
ancf_12x13,3,12.0,13.0,155,0.20337231202562678,0.0,0.03750606425512441,0.033293195840559536,0.04225202238457982,0.0454201136616439,0.048403325911639906,0.04262076388723009,0.03750606425512441,0.033293195840559536,0.04225202238457982,0.3644399335857513,0.4024899154981216,0.32998706322272225,0.06315600511908727,0.04764950278597352,0.08370876398266043,0.1113857092504294,0.1035946643888187,0.11976269529341027,0.1358074943805016,0.12288611573808358,0.1500875458479001,0.16297639903344316,0.1365673760259685,0.19449232616768897
ancf_12x6,3,12.0,6.0,97,-0.09156122787788852,0.0,0.04177328367561648,0.06403060203757031,0.02725270688567997,0.045335618581560246,0.028652319097046394,0.07173305257460232,0.04177328367561648,0.06403060203757031,0.02725270688567997,0.06492041143422413,0.07511548872926706,0.056109064749342324,0.050077626941793144,0.0181240224662995,0.13836711606291857,0.057720238097422875,0.02322270668992586,0.1434641504329237,0.05530579973804754,0.02264626886546033,0.1350655820098533,0.08525721380312104,0.037674987053118905,0.19293417394470874
ancf_13x11,3,13.0,11.0,140,-0.11089191717208036,0.1,0.020019970599686,0.02031827626066647,0.01972604455566867,0.03310562029058653,0.03017898139765967,0.03631607311005818,0.017177034030664683,0.012319729831174403,0.023949429259723164,0.1238813138400123,0.09892427873075846,0.1551346152393621,0.03566910576966064,0.01844441130047253,0.06897943695143273,0.05728697388050486,0.035611605069935416,0.09215527831280641,0.05622755388068474,0.030899643355593667,0.10231632058086464,0.046767656661736254,0.023940139253945107,0.09136177891152457
ancf_15x6,3,15.0,6.0,59,-0.08717568645041698,0.0,0.036397681577077345,0.024969702916683524,0.053055946584817215,0.02980616241398928,0.019840974007414382,0.04477639643684418,0.036397681577077345,0.024969702916683524,0.053055946584817215,0.07487769261681639,0.09264143854590774,0.060520097049659896,0.09523872140807459,0.03881535040000615,0.2336811071385667,0.08484358437916958,0.03204962193022211,0.2246027683564435,0.08535798644730991,0.031677370938295535,0.23000601484673525,0.11555444383302335,0.04760247287691693,0.2805070552549868
ancf_16x6,3,16.0,6.0,64,-0.08627894133161318,0.2,0.05310505768309104,0.042538239155561236,0.06629675340371335,0.034858072456474314,0.02304531829056623,0.05272590293874211,0.0494652912850526,0.04016636077069125,0.060917020983900096,0.08665308823018969,0.09321934801733209,0.08054934795760373,0.08487220938512274,0.03475210652779857,0.2072764112917912,0.08109247156346247,0.03276204630136062,0.20071972561731796,0.0932938361317731,0.04073968802068639,0.21364277153429923,0.10874087449649604,0.04911882840221042,0.24073411705663927
ancf_10x5,4,10.0,5.0,80,-0.05912760414100959,1.0,0.03982674498229227,0.0376323371242733,0.04214911262743351,0.03653262800723036,0.031958021498766656,0.041762063060323644,0.05364850710729676,0.04122583659189929,0.06981452780044295,0.05364850710729676,0.04122583659189929,0.06981452780044295,0.05440795749573768,0.026512258148585436,0.11165498699762552,0.061881734299998895,0.03082637784583294,0.12422312667179952,0.06018433721000378,0.0285322344701997,0.12694955416795628,0.09936547866167722,0.052773102409377604,0.18709338467676942
ancf_10x6,4,10.0,6.0,90,-0.06987120510926267,0.30000000000000004,0.04895166292752229,0.06768720662182445,0.03540204158162334,0.052351586960083435,0.05038336371450455,0.054396698735106046,0.04377238506688376,0.04565551839783627,0.04196692451824955,0.09208222760087613,0.06494309089827688,0.13056256674356298,0.05285170658965643,0.02529666120665113,0.11042180098868952,0.058941100643911906,0.03148506109070772,0.1103397365216185,0.05700545520181574,0.02963323333697885,0.10966140231181148,0.1073226651261824,0.056834254333859247,0.2026621899906708
ancf_11x10,4,11.0,10.0,145,0.0,0.0,0.03510620703548008,0.03010637673065279,0.040936369840983776,0.048067956785688905,0.038057291572719684,0.0607118471669459,0.03510620703548008,0.03010637673065279,0.040936369840983776,0.2322306645870982,0.19127536269531228,0.281955191795786,0.03532834610057669,0.026546019832918582,0.047016164609898575,0.07115503553683317,0.06748384596788275,0.0750259415365511,0.06642113367532004,0.043034547838304994,0.10251686657174137,0.08670550782619488,0.07769112770984406,0.09676581237790133
ancf_11x7,4,11.0,7.0,116,-0.07713784331267921,0.0,0.035471611981159216,0.06943310421721789,0.01812154692962587,0.05972302203486108,0.0429885688238525,0.08297180991513765,0.035471611981159216,0.06943310421721789,0.01812154692962587,0.11510715499472383,0.08574445739819693,0.15452493995557076,0.04233685690250693,0.02022890995630919,0.08860632907332283,0.059523892664432185,0.03662018875655541,0.09675247229009959,0.047166433071050354,0.02735034425806492,0.08133983205677105,0.11129958770282146,0.06144027804862397,0.20162015238626482
ancf_11x8,4,11.0,8.0,119,-0.08640411726156343,0.0,0.06052429602365534,0.08183830225314545,0.04476131967923696,0.07432078061211317,0.04280564604616341,0.12903854843907733,0.06052429602365534,0.08183830225314545,0.04476131967923696,0.1182002761959859,0.08869929387186,0.15751315126579346,0.04488156052146927,0.02293157335522562,0.08784196546999162,0.04889811133446084,0.029476601579086336,0.0811160433695912,0.046978000900086185,0.027210365223928164,0.08110631924292486,0.10173719296344291,0.056099899156140755,0.18450044630691365
ancf_12x5,4,12.0,5.0,86,-0.0558812711187628,0.1,0.03221087702111848,0.03541376210893422,0.02929766668895838,0.04205434018731184,0.02911547731169236,0.06074320917555147,0.02928633067970061,0.03189032917347776,0.026894961165659204,0.08612747462900006,0.069840894864516,0.10621201089074067,0.05258322770554885,0.018410468118131695,0.15018606904462536,0.09282526866804226,0.046420796130484,0.185617895890326,0.08619936673494646,0.04012247714573579,0.18519122831117346,0.10744650259751633,0.049926686993877756,0.23123406770118263
ancf_13x8,4,13.0,8.0,168,-0.05513747221714338,0.0,0.06111161648005732,0.14703621878434633,0.025399385945058098,0.0830917360994762,0.05874244908774453,0.11753402718555418,0.06111161648005732,0.14703621878434633,0.025399385945058098,0.1724836139019757,0.13462364326783743,0.2209908775496158,0.05942706736610715,0.036903293175048854,0.09569813509553168,0.05707609487453721,0.03697731355061866,0.08809943971910497,0.04773387714534688,0.030018157986067568,0.07590482495243739,0.07095206898249268,0.04265551577397716,0.1180198152935619
