atlas_joint_error,atlas_probe_loss,atlas_vs_generic_hybrid_cubic_ratio,catastrophic,cell,development_target_cell,discharge_order,eta,event_index,event_rank_fraction,fallback_certification_loss,generic_hybrid_cubic_joint_error,last_probe_after_event,local_joint_error,local_relaxation_error,local_tail_error,local_temperature_coordinate,local_temperature_kind,local_voltage_coordinate,local_voltage_kind,q_off_Ah,raw_points,relaxation_points,relaxation_safe_vs_local_ratio,rest_duration_s,safe_joint_error,safe_relaxation_error,safe_tail_error,safe_vs_local_ratio,scored_points,selected_lambda,source_cycle_index,tail_points,tail_safe_vs_local_ratio
0.016812353311904952,5.2351809624440685e-06,0.16896641690367603,False,B0006,B0006,92,0.10000000000000142,290,0.8895705521472392,0.002400599916612484,0.09950115306930665,True,0.09492319491204106,0.13834996948788902,0.1343981738193217,charge,poly3,charge,pchip,1.509427162663155,327,35,1.0,348.3910000000001,0.09492319491204106,0.13834996948788902,0.1343981738193217,1.0,322,0.0,323,26,1.0
0.01958280079356396,7.609682554445853e-06,0.13266209919663133,False,B0006,B0006,98,0.10000000000000142,279,0.8691588785046729,0.009469791331725808,0.14761413329166753,True,0.10767656827423772,0.1316581266060715,0.10576610178234966,charge,pchip,charge,pchip,1.451838763496302,322,41,0.40859321382748626,406.703,0.047947595648412694,0.05379461707648084,0.03583490942881492,0.44529275418860514,317,0.5,347,26,0.3388128032037868
0.022533509022661366,7.788391384107798e-06,0.14836638175488087,False,B0006,B0006,104,0.10000000000000142,277,0.8683385579937304,0.011182275855573073,0.1518774587351563,True,0.10702545345614911,0.13015584811988656,0.10488208386205465,charge,pchip,charge,pchip,1.442026236817901,320,41,0.3791840569921708,405.75,0.04569605943700459,0.049353022531355394,0.0317769816515001,0.4269644085715307,315,0.5,370,26,0.30297816825697826
0.028263270414999892,9.948667508147132e-06,0.17963407145892335,False,B0006,B0006,109,0.10000000000000142,270,0.8544303797468354,0.019315255485090464,0.15733802716520184,True,0.11444327304682399,0.13376500285759896,0.08942616061940732,charge,pchip,charge,pchip,1.4049935787060317,317,45,0.3536859794601566,444.5320000000065,0.046592569139500696,0.04731080605318053,0.025798948167055517,0.4071237032904288,312,0.5,390,25,0.2884944180579817
0.03214096084423737,1.3532341039647845e-05,0.19029637405614927,False,B0006,B0006,115,0.10000000000000142,265,0.8493589743589743,0.020954618158330027,0.16889949166742288,True,0.12069064297664536,0.13912472095179948,0.08823695595954396,charge,pchip,charge,pchip,1.378729616188082,313,46,0.16105466035115612,454.6399999999999,0.019156031213955458,0.02240668467934144,0.02694016420932348,0.15872010241640944,308,0.75,414,25,0.30531611065181535
0.030032313872635955,1.1255706632781314e-05,0.1776751394222577,False,B0006,B0006,121,0.10000000000000142,268,0.8589743589743589,0.018615369279815865,0.16902935306701522,True,0.12042484044389222,0.13664753633486737,0.09382312163530299,charge,pchip,charge,pchip,1.3944416960070414,313,43,0.35290978607805545,426.09400000000005,0.05049617694047973,0.048224252816031356,0.026629763849067352,0.41931695117343065,308,0.5,436,25,0.2838294376153791
0.03982358725001129,1.805859709292249e-05,0.22064860813177736,False,B0006,B0006,127,0.10000000000000142,259,0.8409090909090909,0.030523835795629912,0.18048419877739522,True,0.12658878553530473,0.14207175940695302,0.08350810800769212,charge,pchip,charge,pchip,1.3469565165006512,309,48,0.3157536847232741,474.453,0.04975954307727281,0.04485968152786389,0.02752115027695204,0.39308018373709114,304,0.5,460,25,0.3295626129431289
0.04307803894758669,1.9149867380701195e-05,0.23916039643622947,False,B0006,B0006,132,0.10000000000000142,256,0.8338762214983714,0.033836907704375405,0.18012195827361058,True,0.12555793987679867,0.13982870196504532,0.0779283127690314,charge,pchip,charge,pchip,1.3314003001685057,308,50,0.3033963196678083,492.7339999999999,0.048413644049686705,0.042423513560121584,0.02860210887632093,0.3855880727032609,303,0.5,480,25,0.3670310296733047
0.04478325165141256,2.1136624569112536e-05,0.2585645655403121,False,B0006,B0006,138,0.10000000000000142,252,0.8262295081967214,0.03542736353012155,0.17319949296931222,True,0.12715900960821105,0.14093300609547937,0.06719905345727585,charge,pchip,charge,pchip,1.3107150021797858,306,52,0.2870720673033634,512.531,0.02307454249065035,0.04045792941110678,0.04284933122681343,0.18146211237210166,301,0.75,500,24,0.6376478391032158
0.06257153790951152,3.807591074968699e-05,0.3451376255247965,False,B0006,B0006,144,0.05000000000000138,245,0.8112582781456954,0.05006139077504028,0.18129445555050344,True,0.128010285628239,0.14305527688174888,0.0622721847662273,charge,pchip,charge,pchip,1.2741770113641202,303,56,0.45685266522782675,551.094,0.031254059081836,0.06535518451833168,0.05585091883735956,0.24415271732618782,298,0.75,524,24,0.8968838823790515
0.06204654179040669,2.4225011810574765e-05,0.3504746741029444,False,B0006,B0006,150,0.05000000000000138,250,0.8223684210526315,0.04205639433374071,0.17703573574672002,True,0.1272059644236791,0.1376046877015274,0.06718462575557686,charge,pchip,charge,pchip,1.3002955447178541,305,53,0.4881851971330346,522.078,0.03067902332629004,0.06717657159199981,0.05915148370271935,0.24117598152952024,300,0.75,547,24,0.8804318404320248
0.06805770459851918,0.0001335229662781899,0.3433656563486819,False,B0006,B0006,155,0.05000000000000138,237,0.79,0.0716792426991771,0.198207663871333,True,0.1253058726296012,0.14704940397056918,0.05853386254511955,charge,pchip,charge,pchip,1.2322007754149962,301,62,0.3191358233804701,608.703,0.04756295981074405,0.04692873261375496,0.031304513207677,0.3795748659868331,296,0.5,567,24,0.5348103105881078
0.07097219035928191,0.00033169470732008765,0.325775241718062,False,B0006,B0006,161,0.05000000000000138,230,0.7744107744107744,0.09502727629786215,0.21785630481000115,True,0.12224358141233209,0.1496497569206015,0.05477620205987697,charge,pchip,charge,pchip,1.1953580186633523,298,66,0.34054164096911194,646.531,0.04956150224543413,0.05096197379237035,0.028824380917708767,0.4054323480450181,293,0.5,591,24,0.5262208739152864
0.0707212683506705,0.00025900955832098963,0.3189728521590284,False,B0006,B0006,167,0.05000000000000138,231,0.7725752508361204,0.08994462880194318,0.22171563464407756,True,0.12651171801903047,0.15200347068666792,0.05393915648608572,charge,pchip,charge,pchip,1.2013746151484546,300,67,0.3626345296039228,655.703,0.05349145734327639,0.05512170709062349,0.027653875927776142,0.4228182035693323,295,0.5,613,24,0.5126864735993749
